"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"	"gender"
"HNRNPA2B111"	7.37244288228214e-05	0.0112758602802876	0.222	0.153	1	"OPC"	"HNRNPA2B1"	"brain region: Superior frontal gyrus"	"male"
"LINC006233"	7.37524754584025e-05	0.0783621721127943	0.103	0.059	1	"OPC"	"LINC00623"	"brain region: Superior frontal gyrus"	"male"
"USP9Y5"	7.41696801203327e-05	0.0171133617301895	0.132	0.081	1	"OPC"	"USP9Y"	"brain region: Superior frontal gyrus"	"male"
"FRY5"	7.44040082060628e-05	0.0671649669897059	0.223	0.155	1	"OPC"	"FRY"	"brain region: Superior frontal gyrus"	"male"
"RABGAP18"	7.51142131870031e-05	0.027111243234035	0.141	0.088	1	"OPC"	"RABGAP1"	"brain region: Superior frontal gyrus"	"male"
"OSBPL99"	7.64008036463089e-05	0.168589972724868	0.104	0.061	1	"OPC"	"OSBPL9"	"brain region: Superior frontal gyrus"	"male"
"MAP411"	7.64899699677241e-05	0.0451250050244842	0.185	0.123	1	"OPC"	"MAP4"	"brain region: Superior frontal gyrus"	"male"
"MAP2K59"	7.69668499803557e-05	-0.0495916764320898	0.175	0.113	1	"OPC"	"MAP2K5"	"brain region: Superior frontal gyrus"	"male"
"AHI110"	7.79568062111123e-05	-0.035873407653958	0.259	0.18	1	"OPC"	"AHI1"	"brain region: Superior frontal gyrus"	"male"
"PHC27"	7.83732549163231e-05	-0.0848619286304042	0.17	0.11	1	"OPC"	"PHC2"	"brain region: Superior frontal gyrus"	"male"
"SRRM17"	7.9330889320187e-05	-0.0201205559626318	0.102	0.058	1	"OPC"	"SRRM1"	"brain region: Superior frontal gyrus"	"male"
"PARP85"	8.00619381730967e-05	0.180485275674144	0.14	0.089	1	"OPC"	"PARP8"	"brain region: Superior frontal gyrus"	"male"
"PARD3B5"	8.02743761282261e-05	0.190645269031979	0.13	0.081	1	"OPC"	"PARD3B"	"brain region: Superior frontal gyrus"	"male"
"ELF211"	8.06897063524402e-05	0.0215061313388769	0.208	0.14	1	"OPC"	"ELF2"	"brain region: Superior frontal gyrus"	"male"
"HP1BP311"	8.1149964666848e-05	-0.00799019938000378	0.187	0.124	1	"OPC"	"HP1BP3"	"brain region: Superior frontal gyrus"	"male"
"CWC275"	8.1540092749572e-05	0.148741865601734	0.131	0.082	1	"OPC"	"CWC27"	"brain region: Superior frontal gyrus"	"male"
"DYRK1A10"	8.18146387839884e-05	0.0848762853686025	0.144	0.091	1	"OPC"	"DYRK1A"	"brain region: Superior frontal gyrus"	"male"
"ADNP10"	8.20889739986162e-05	0.0419178510311704	0.151	0.096	1	"OPC"	"ADNP"	"brain region: Superior frontal gyrus"	"male"
"RAB1010"	8.35047614962357e-05	0.0130234020203046	0.208	0.141	1	"OPC"	"RAB10"	"brain region: Superior frontal gyrus"	"male"
"SPIRE16"	8.42811236023373e-05	0.0792850985388933	0.139	0.087	1	"OPC"	"SPIRE1"	"brain region: Superior frontal gyrus"	"male"
"MAGED14"	8.50490343807465e-05	-0.106631945498493	0.162	0.104	1	"OPC"	"MAGED1"	"brain region: Superior frontal gyrus"	"male"
"SUCLG2-AS11"	8.51453748518298e-05	0.169438191874949	0.113	0.068	1	"OPC"	"SUCLG2-AS1"	"brain region: Superior frontal gyrus"	"male"
"EVA1C7"	8.73929498707578e-05	0.04700629364002	0.122	0.075	1	"OPC"	"EVA1C"	"brain region: Superior frontal gyrus"	"male"
"TANC211"	8.775238783923e-05	0.0695739044425907	0.458	0.354	1	"OPC"	"TANC2"	"brain region: Superior frontal gyrus"	"male"
"UVRAG11"	8.79803849333262e-05	0.0875393439813572	0.158	0.102	1	"OPC"	"UVRAG"	"brain region: Superior frontal gyrus"	"male"
"KCNIP14"	9.07712994728108e-05	-0.0348149977079824	0.329	0.241	1	"OPC"	"KCNIP1"	"brain region: Superior frontal gyrus"	"male"
"CEP1262"	9.0828892787101e-05	0.188116804444385	0.101	0.058	1	"OPC"	"CEP126"	"brain region: Superior frontal gyrus"	"male"
"SAMHD13"	9.15793006656876e-05	-0.0852795241017015	0.132	0.081	1	"OPC"	"SAMHD1"	"brain region: Superior frontal gyrus"	"male"
"CCDC1462"	9.19936136886279e-05	0.120915801835318	0.178	0.119	1	"OPC"	"CCDC146"	"brain region: Superior frontal gyrus"	"male"
"CLEC16A7"	9.28772424254386e-05	0.0567038999195675	0.156	0.101	1	"OPC"	"CLEC16A"	"brain region: Superior frontal gyrus"	"male"
"LRRTM49"	9.31783945312011e-05	0.149854222627224	0.832	0.736	1	"OPC"	"LRRTM4"	"brain region: Superior frontal gyrus"	"male"
"C9orf311"	9.35145349845462e-05	-0.0137382723689905	0.209	0.141	1	"OPC"	"C9orf3"	"brain region: Superior frontal gyrus"	"male"
"SNX94"	9.37156047712038e-05	0.0076259456379183	0.121	0.073	1	"OPC"	"SNX9"	"brain region: Superior frontal gyrus"	"male"
"DPY19L33"	9.64657800007237e-05	-0.0783648954464318	0.142	0.089	1	"OPC"	"DPY19L3"	"brain region: Superior frontal gyrus"	"male"
"TPI15"	9.88906623378675e-05	0.193275934315877	0.102	0.059	1	"OPC"	"TPI1"	"brain region: Superior frontal gyrus"	"male"
"ARHGEF35"	9.99737680703615e-05	0.084305893926987	0.135	0.085	1	"OPC"	"ARHGEF3"	"brain region: Superior frontal gyrus"	"male"
"WDFY28"	0.000101298805899451	0.00313192125931705	0.183	0.122	1	"OPC"	"WDFY2"	"brain region: Superior frontal gyrus"	"male"
"GSK3B10"	0.000102299848244811	-0.0443053679277394	0.198	0.133	1	"OPC"	"GSK3B"	"brain region: Superior frontal gyrus"	"male"
"KIZ5"	0.000103409917889335	0.0739489645255442	0.221	0.154	1	"OPC"	"KIZ"	"brain region: Superior frontal gyrus"	"male"
"MARCH77"	0.000103576628152718	0.0511026408081787	0.104	0.061	1	"OPC"	"MARCH7"	"brain region: Superior frontal gyrus"	"male"
"VPS13A6"	0.000103754019462524	0.0251818885651363	0.123	0.075	1	"OPC"	"VPS13A"	"brain region: Superior frontal gyrus"	"male"
"RP11-479O9.46"	0.000104294706404565	-0.0563200218454183	0.163	0.106	1	"OPC"	"RP11-479O9.4"	"brain region: Superior frontal gyrus"	"male"
"ST6GAL17"	0.000104634072030336	-0.159810008173125	0.223	0.153	1	"OPC"	"ST6GAL1"	"brain region: Superior frontal gyrus"	"male"
"PIAS110"	0.000105128766425533	0.134269160079323	0.161	0.107	1	"OPC"	"PIAS1"	"brain region: Superior frontal gyrus"	"male"
"RERE11"	0.000105190933873017	0.00805047405927306	0.402	0.298	1	"OPC"	"RERE"	"brain region: Superior frontal gyrus"	"male"
"SUB13"	0.000105363430391457	0.208633186034622	0.108	0.064	1	"OPC"	"SUB1"	"brain region: Superior frontal gyrus"	"male"
"PTPRM7"	0.000105609889075711	-0.0588181969952677	0.206	0.14	1	"OPC"	"PTPRM"	"brain region: Superior frontal gyrus"	"male"
"RNF13011"	0.000106357438477442	-0.0534421192422538	0.305	0.218	1	"OPC"	"RNF130"	"brain region: Superior frontal gyrus"	"male"
"EXOC411"	0.000107227456295519	-0.0318036912052215	0.325	0.238	1	"OPC"	"EXOC4"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP103"	0.000107464132527857	-0.030560295043367	0.148	0.095	1	"OPC"	"ARHGAP10"	"brain region: Superior frontal gyrus"	"male"
"RP11-1157N2--B.29"	0.000109239242340522	0.0352792541395897	0.147	0.094	1	"OPC"	"RP11-1157N2--B.2"	"brain region: Superior frontal gyrus"	"male"
"MIB111"	0.000109585354913789	-0.0714219581947071	0.286	0.204	1	"OPC"	"MIB1"	"brain region: Superior frontal gyrus"	"male"
"AKT311"	0.000109798433124038	0.0486977979911787	0.468	0.364	1	"OPC"	"AKT3"	"brain region: Superior frontal gyrus"	"male"
"CREM3"	0.000109929625250409	0.0458933141268774	0.203	0.139	1	"OPC"	"CREM"	"brain region: Superior frontal gyrus"	"male"
"NUTM2A-AS111"	0.000112188950284094	0.120538138761355	0.193	0.132	1	"OPC"	"NUTM2A-AS1"	"brain region: Superior frontal gyrus"	"male"
"RNF1506"	0.000113983180264524	0.09429973087084	0.272	0.196	1	"OPC"	"RNF150"	"brain region: Superior frontal gyrus"	"male"
"ITSN17"	0.000114356883684533	0.153828326230177	0.172	0.115	1	"OPC"	"ITSN1"	"brain region: Superior frontal gyrus"	"male"
"SORBS25"	0.000114424350752376	-0.13535240093564	0.243	0.169	1	"OPC"	"SORBS2"	"brain region: Superior frontal gyrus"	"male"
"PACS19"	0.000114884519743692	0.0655212126734765	0.164	0.108	1	"OPC"	"PACS1"	"brain region: Superior frontal gyrus"	"male"
"ANTXR14"	0.000115561440885632	-0.0174361682658957	0.168	0.11	1	"OPC"	"ANTXR1"	"brain region: Superior frontal gyrus"	"male"
"OLA17"	0.000115734411985317	0.124804176338023	0.129	0.081	1	"OPC"	"OLA1"	"brain region: Superior frontal gyrus"	"male"
"RAD505"	0.00011583369842986	0.0441153233638432	0.133	0.083	1	"OPC"	"RAD50"	"brain region: Superior frontal gyrus"	"male"
"BACH27"	0.000117554218804056	0.0685078306195408	0.223	0.156	1	"OPC"	"BACH2"	"brain region: Superior frontal gyrus"	"male"
"DNM311"	0.000117640548703468	0.0673149264278212	0.55	0.433	1	"OPC"	"DNM3"	"brain region: Superior frontal gyrus"	"male"
"ANKRD1711"	0.000119933112490158	0.0391573302071486	0.254	0.181	1	"OPC"	"ANKRD17"	"brain region: Superior frontal gyrus"	"male"
"INVS11"	0.000120356226710094	0.0372484197547458	0.156	0.101	1	"OPC"	"INVS"	"brain region: Superior frontal gyrus"	"male"
"CAMK43"	0.000120408801653663	0.12290556275319	0.109	0.065	1	"OPC"	"CAMK4"	"brain region: Superior frontal gyrus"	"male"
"DCC3"	0.000120627378494136	0.0572470355874115	0.602	0.475	1	"OPC"	"DCC"	"brain region: Superior frontal gyrus"	"male"
"RNF22011"	0.000120817888576307	0.0900951003907382	0.12	0.074	1	"OPC"	"RNF220"	"brain region: Superior frontal gyrus"	"male"
"GUCY1A23"	0.0001213972516197	0.130994694870249	0.182	0.124	1	"OPC"	"GUCY1A2"	"brain region: Superior frontal gyrus"	"male"
"RALGPS23"	0.000122988111048774	0.130296525735272	0.137	0.087	1	"OPC"	"RALGPS2"	"brain region: Superior frontal gyrus"	"male"
"DGKG7"	0.000123140722334179	0.0855903127656101	0.611	0.502	1	"OPC"	"DGKG"	"brain region: Superior frontal gyrus"	"male"
"QKI11"	0.000124029670384587	0.147516761762695	0.679	0.561	1	"OPC"	"QKI"	"brain region: Superior frontal gyrus"	"male"
"ZSWIM58"	0.000124525389375572	-0.0563741000541311	0.196	0.132	1	"OPC"	"ZSWIM5"	"brain region: Superior frontal gyrus"	"male"
"SGCZ3"	0.000124724242789272	0.206977612336456	0.517	0.417	1	"OPC"	"SGCZ"	"brain region: Superior frontal gyrus"	"male"
"CASD13"	0.000125311958296418	0.0420342931525757	0.107	0.063	1	"OPC"	"CASD1"	"brain region: Superior frontal gyrus"	"male"
"USP337"	0.000125341169885343	0.0870226689062983	0.136	0.086	1	"OPC"	"USP33"	"brain region: Superior frontal gyrus"	"male"
"SDCCAG811"	0.000125428602122438	-0.0309637784361401	0.2	0.136	1	"OPC"	"SDCCAG8"	"brain region: Superior frontal gyrus"	"male"
"NFIB9"	0.000126701033389181	0.0317432467667955	0.373	0.277	1	"OPC"	"NFIB"	"brain region: Superior frontal gyrus"	"male"
"INPP4A5"	0.000130105826120402	0.0354408927367654	0.104	0.061	1	"OPC"	"INPP4A"	"brain region: Superior frontal gyrus"	"male"
"PDSS27"	0.00013029763330691	0.0800913347115599	0.118	0.072	1	"OPC"	"PDSS2"	"brain region: Superior frontal gyrus"	"male"
"ACYP211"	0.000133476294065977	0.108772954219602	0.177	0.12	1	"OPC"	"ACYP2"	"brain region: Superior frontal gyrus"	"male"
"KLHL73"	0.000136427298060713	0.05803670468482	0.182	0.123	1	"OPC"	"KLHL7"	"brain region: Superior frontal gyrus"	"male"
"SYT1111"	0.000136759553339674	0.183407380202092	0.153	0.101	1	"OPC"	"SYT11"	"brain region: Superior frontal gyrus"	"male"
"HNRNPR"	0.000137948023465021	0.12488710620297	0.1	0.059	1	"OPC"	"HNRNPR"	"brain region: Superior frontal gyrus"	"male"
"SYN34"	0.000140940735862065	-0.0123786678707025	0.177	0.118	1	"OPC"	"SYN3"	"brain region: Superior frontal gyrus"	"male"
"DMTF12"	0.000141023025500447	0.0993290668297434	0.111	0.067	1	"OPC"	"DMTF1"	"brain region: Superior frontal gyrus"	"male"
"MBD511"	0.000141194837097888	0.0220316696569705	0.463	0.351	1	"OPC"	"MBD5"	"brain region: Superior frontal gyrus"	"male"
"GPRC5B7"	0.000141887392881482	0.0441069230154172	0.204	0.141	1	"OPC"	"GPRC5B"	"brain region: Superior frontal gyrus"	"male"
"CHD75"	0.000142788560744801	-0.0606913541113345	0.272	0.195	1	"OPC"	"CHD7"	"brain region: Superior frontal gyrus"	"male"
"ENTPD1-AS19"	0.000146809086810212	0.0671040602030752	0.201	0.138	1	"OPC"	"ENTPD1-AS1"	"brain region: Superior frontal gyrus"	"male"
"CACNA1C7"	0.000147420476463693	0.0277834976812701	0.221	0.155	1	"OPC"	"CACNA1C"	"brain region: Superior frontal gyrus"	"male"
"PHTF24"	0.000147483217422669	0.137284976788349	0.108	0.065	1	"OPC"	"PHTF2"	"brain region: Superior frontal gyrus"	"male"
"PGAP13"	0.000148553140679066	0.0663849712251807	0.136	0.086	1	"OPC"	"PGAP1"	"brain region: Superior frontal gyrus"	"male"
"SLAIN15"	0.000149746785034954	-0.00523485465991724	0.32	0.236	1	"OPC"	"SLAIN1"	"brain region: Superior frontal gyrus"	"male"
"RNF1803"	0.000150403875590206	-0.033206237521928	0.166	0.109	1	"OPC"	"RNF180"	"brain region: Superior frontal gyrus"	"male"
"MICU210"	0.000151365436004661	0.121332353355618	0.129	0.081	1	"OPC"	"MICU2"	"brain region: Superior frontal gyrus"	"male"
"C2CD55"	0.00015196178280173	-0.0952354912866609	0.132	0.083	1	"OPC"	"C2CD5"	"brain region: Superior frontal gyrus"	"male"
"AFF47"	0.000154717645619929	0.105318250981843	0.131	0.083	1	"OPC"	"AFF4"	"brain region: Superior frontal gyrus"	"male"
"ZNF1316"	0.000155473691533027	0.0984343397334517	0.153	0.1	1	"OPC"	"ZNF131"	"brain region: Superior frontal gyrus"	"male"
"SIK311"	0.000157079561442695	0.0560719389800903	0.466	0.363	1	"OPC"	"SIK3"	"brain region: Superior frontal gyrus"	"male"
"XPO111"	0.000158548748824951	-0.0188585725406234	0.159	0.104	1	"OPC"	"XPO1"	"brain region: Superior frontal gyrus"	"male"
"EHBP19"	0.000160300940771365	-0.0223281360754088	0.274	0.195	1	"OPC"	"EHBP1"	"brain region: Superior frontal gyrus"	"male"
"TERF2IP9"	0.000161856427384608	0.0892051805718779	0.176	0.119	1	"OPC"	"TERF2IP"	"brain region: Superior frontal gyrus"	"male"
"STAT5B3"	0.000162803876905845	-0.085378404525591	0.154	0.1	1	"OPC"	"STAT5B"	"brain region: Superior frontal gyrus"	"male"
"CUL55"	0.000163900969880276	0.10173403975488	0.143	0.093	1	"OPC"	"CUL5"	"brain region: Superior frontal gyrus"	"male"
"MPZL12"	0.000167543094983646	0.145540598170148	0.173	0.117	1	"OPC"	"MPZL1"	"brain region: Superior frontal gyrus"	"male"
"RAP1A8"	0.000170288183865822	0.10032768120106	0.108	0.065	1	"OPC"	"RAP1A"	"brain region: Superior frontal gyrus"	"male"
"DOCK411"	0.000170532416631636	-0.0210502282779772	0.343	0.256	1	"OPC"	"DOCK4"	"brain region: Superior frontal gyrus"	"male"
"NRXN23"	0.000171038807877527	-0.545837323970403	0.188	0.229	1	"OPC"	"NRXN2"	"brain region: Superior frontal gyrus"	"male"
"EXOC67"	0.000172199020864747	0.0514023304475899	0.173	0.116	1	"OPC"	"EXOC6"	"brain region: Superior frontal gyrus"	"male"
"DPYSL211"	0.000172438085014331	0.0840692581968365	0.203	0.14	1	"OPC"	"DPYSL2"	"brain region: Superior frontal gyrus"	"male"
"MBOAT26"	0.000173823642478882	0.051764724172596	0.163	0.108	1	"OPC"	"MBOAT2"	"brain region: Superior frontal gyrus"	"male"
"HECW25"	0.000175813560514893	0.197044034823167	0.167	0.113	1	"OPC"	"HECW2"	"brain region: Superior frontal gyrus"	"male"
"NBAS7"	0.000176882789939074	0.0629723671345352	0.165	0.11	1	"OPC"	"NBAS"	"brain region: Superior frontal gyrus"	"male"
"C12orf764"	0.000177457444410512	0.043526967104495	0.11	0.066	1	"OPC"	"C12orf76"	"brain region: Superior frontal gyrus"	"male"
"ARIH110"	0.000179274282554406	-0.0158721301390778	0.152	0.1	1	"OPC"	"ARIH1"	"brain region: Superior frontal gyrus"	"male"
"COL4A3BP6"	0.000179678758520265	0.11291673015277	0.114	0.071	1	"OPC"	"COL4A3BP"	"brain region: Superior frontal gyrus"	"male"
"ZNF385D5"	0.000179795485587458	0.0118025808896496	0.185	0.126	1	"OPC"	"ZNF385D"	"brain region: Superior frontal gyrus"	"male"
"B3GNT71"	0.000181748962440248	0.0413381437391067	0.121	0.075	1	"OPC"	"B3GNT7"	"brain region: Superior frontal gyrus"	"male"
"ARID29"	0.000182265457527229	0.00272100831957789	0.155	0.102	1	"OPC"	"ARID2"	"brain region: Superior frontal gyrus"	"male"
"PLCE15"	0.000182709612744798	0.017177253292326	0.136	0.086	1	"OPC"	"PLCE1"	"brain region: Superior frontal gyrus"	"male"
"ZNF7087"	0.000183409648774774	0.00609844413581828	0.157	0.103	1	"OPC"	"ZNF708"	"brain region: Superior frontal gyrus"	"male"
"CEP17010"	0.000184969183627006	0.072214371781206	0.149	0.097	1	"OPC"	"CEP170"	"brain region: Superior frontal gyrus"	"male"
"STIM25"	0.000187583283366529	0.0618149987579237	0.119	0.074	1	"OPC"	"STIM2"	"brain region: Superior frontal gyrus"	"male"
"MARCH110"	0.000188002670088542	0.0740892260592876	0.503	0.394	1	"OPC"	"MARCH1"	"brain region: Superior frontal gyrus"	"male"
"CAMK2D9"	0.000188501403551356	0.0748635577974519	0.19	0.132	1	"OPC"	"CAMK2D"	"brain region: Superior frontal gyrus"	"male"
"PDE4B11"	0.000189068924397677	0.0890179029705416	0.677	0.567	1	"OPC"	"PDE4B"	"brain region: Superior frontal gyrus"	"male"
"GABRB15"	0.000189291025243779	-0.05329137396895	0.264	0.188	1	"OPC"	"GABRB1"	"brain region: Superior frontal gyrus"	"male"
"PPFIA15"	0.000190342381039619	0.0890513676452847	0.122	0.076	1	"OPC"	"PPFIA1"	"brain region: Superior frontal gyrus"	"male"
"ADGRL310"	0.000192902652158574	0.108728004784005	0.727	0.622	1	"OPC"	"ADGRL3"	"brain region: Superior frontal gyrus"	"male"
"GDI111"	0.000193159916156289	-0.663450511494523	0.155	0.197	1	"OPC"	"GDI1"	"brain region: Superior frontal gyrus"	"male"
"APC7"	0.000193404603371138	0.174025196752375	0.163	0.109	1	"OPC"	"APC"	"brain region: Superior frontal gyrus"	"male"
"KCND24"	0.000193518089313783	0.127328383860217	0.65	0.553	1	"OPC"	"KCND2"	"brain region: Superior frontal gyrus"	"male"
"PELI21"	0.000195540398065558	0.185323658912768	0.111	0.068	1	"OPC"	"PELI2"	"brain region: Superior frontal gyrus"	"male"
"ATP2C110"	0.000196156277071888	-0.00185029038610729	0.171	0.115	1	"OPC"	"ATP2C1"	"brain region: Superior frontal gyrus"	"male"
"BBX11"	0.000200504587183093	0.15875794302701	0.166	0.112	1	"OPC"	"BBX"	"brain region: Superior frontal gyrus"	"male"
"ADD19"	0.000203130849080364	0.030156994474499	0.139	0.089	1	"OPC"	"ADD1"	"brain region: Superior frontal gyrus"	"male"
"FAM135A7"	0.000206548478646332	0.028319701538982	0.186	0.126	1	"OPC"	"FAM135A"	"brain region: Superior frontal gyrus"	"male"
"LRRFIP16"	0.000206575472255318	0.00198500472776053	0.207	0.143	1	"OPC"	"LRRFIP1"	"brain region: Superior frontal gyrus"	"male"
"NDFIP111"	0.000212679649745429	0.0796175892655666	0.207	0.146	1	"OPC"	"NDFIP1"	"brain region: Superior frontal gyrus"	"male"
"MPPED24"	0.000214294850822662	-0.037164423309608	0.338	0.249	1	"OPC"	"MPPED2"	"brain region: Superior frontal gyrus"	"male"
"MCCC13"	0.00021679319596713	-0.105015401334705	0.115	0.07	1	"OPC"	"MCCC1"	"brain region: Superior frontal gyrus"	"male"
"SPTAN17"	0.000218528324206876	0.100570854969293	0.173	0.119	1	"OPC"	"SPTAN1"	"brain region: Superior frontal gyrus"	"male"
"PCCA10"	0.000219298134546054	-0.0219746219378223	0.217	0.154	1	"OPC"	"PCCA"	"brain region: Superior frontal gyrus"	"male"
"MLLT38"	0.000225168251564488	-0.110681676036121	0.203	0.14	1	"OPC"	"MLLT3"	"brain region: Superior frontal gyrus"	"male"
"FAM171B5"	0.0002277686398183	0.0232576076824365	0.144	0.094	1	"OPC"	"FAM171B"	"brain region: Superior frontal gyrus"	"male"
"SGCE2"	0.000228742126381204	0.0283228387038814	0.143	0.093	1	"OPC"	"SGCE"	"brain region: Superior frontal gyrus"	"male"
"ATP10B4"	0.000229335434415215	-0.0106508700117502	0.352	0.266	1	"OPC"	"ATP10B"	"brain region: Superior frontal gyrus"	"male"
"DPYD10"	0.000230063653371311	0.040960098132776	0.118	0.073	1	"OPC"	"DPYD"	"brain region: Superior frontal gyrus"	"male"
"ALDOA8"	0.000230357475184193	0.0100784670460308	0.132	0.084	1	"OPC"	"ALDOA"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP123"	0.000236478795703163	0.237764522690323	0.111	0.069	1	"OPC"	"ARHGAP12"	"brain region: Superior frontal gyrus"	"male"
"SLC25A365"	0.000240600948193647	0.175503548769918	0.134	0.087	1	"OPC"	"SLC25A36"	"brain region: Superior frontal gyrus"	"male"
"KIF2A8"	0.000241601012100365	0.21613555658588	0.169	0.116	1	"OPC"	"KIF2A"	"brain region: Superior frontal gyrus"	"male"
"CH507-513H4.15"	0.000249335435041613	-0.654339845982776	0.184	0.224	1	"OPC"	"CH507-513H4.1"	"brain region: Superior frontal gyrus"	"male"
"CACNB27"	0.000249769062709706	0.134806961086594	0.148	0.098	1	"OPC"	"CACNB2"	"brain region: Superior frontal gyrus"	"male"
"BNIP3L7"	0.000252281964390712	-0.0204281687067582	0.123	0.077	1	"OPC"	"BNIP3L"	"brain region: Superior frontal gyrus"	"male"
"ADRA1A2"	0.000252313643192997	-0.0200033711805796	0.121	0.076	1	"OPC"	"ADRA1A"	"brain region: Superior frontal gyrus"	"male"
"MON211"	0.000254509569158632	0.028183852767329	0.19	0.132	1	"OPC"	"MON2"	"brain region: Superior frontal gyrus"	"male"
"CSTF32"	0.000255538036391704	0.0929921923564463	0.104	0.063	1	"OPC"	"CSTF3"	"brain region: Superior frontal gyrus"	"male"
"RALGAPA111"	0.000256484398964632	-0.0105684601157314	0.232	0.165	1	"OPC"	"RALGAPA1"	"brain region: Superior frontal gyrus"	"male"
"ATF7IP9"	0.000259563025712814	0.119472737042017	0.134	0.087	1	"OPC"	"ATF7IP"	"brain region: Superior frontal gyrus"	"male"
"CHD911"	0.000261002826118468	-0.0153880067231582	0.467	0.355	1	"OPC"	"CHD9"	"brain region: Superior frontal gyrus"	"male"
"CEP1923"	0.000261460475126628	-0.0132116378070606	0.102	0.061	1	"OPC"	"CEP192"	"brain region: Superior frontal gyrus"	"male"
"RFWD210"	0.000263395319073153	-0.0880560443696414	0.163	0.108	1	"OPC"	"RFWD2"	"brain region: Superior frontal gyrus"	"male"
"NTN4"	0.000263552702152034	-0.0870138351581222	0.16	0.106	1	"OPC"	"NTN4"	"brain region: Superior frontal gyrus"	"male"
"ITM2B11"	0.00026952736513087	0.0492851130639254	0.202	0.141	1	"OPC"	"ITM2B"	"brain region: Superior frontal gyrus"	"male"
"ATP1A16"	0.000271100054500604	0.00952031146818499	0.206	0.144	1	"OPC"	"ATP1A1"	"brain region: Superior frontal gyrus"	"male"
"CIT3"	0.000271971109256302	0.0757114262502743	0.14	0.091	1	"OPC"	"CIT"	"brain region: Superior frontal gyrus"	"male"
"EPN210"	0.000274119970137186	-0.299937939247367	0.645	0.62	1	"OPC"	"EPN2"	"brain region: Superior frontal gyrus"	"male"
"BCAS311"	0.000275340135076444	-0.0988423030509926	0.348	0.255	1	"OPC"	"BCAS3"	"brain region: Superior frontal gyrus"	"male"
"PSD310"	0.000276082322562491	-0.0440048314090986	0.319	0.236	1	"OPC"	"PSD3"	"brain region: Superior frontal gyrus"	"male"
"AKAP911"	0.000276313383908106	-0.159490780498708	0.28	0.201	1	"OPC"	"AKAP9"	"brain region: Superior frontal gyrus"	"male"
"AKAP106"	0.000276533432686953	0.218404831805153	0.1	0.06	1	"OPC"	"AKAP10"	"brain region: Superior frontal gyrus"	"male"
"GPHN11"	0.000277978798164763	-0.0152625323754427	0.501	0.387	1	"OPC"	"GPHN"	"brain region: Superior frontal gyrus"	"male"
"GIGYF210"	0.000278036639937694	0.097939083235643	0.141	0.092	1	"OPC"	"GIGYF2"	"brain region: Superior frontal gyrus"	"male"
"PDE4D11"	0.000281038034400995	0.0207255868262375	0.488	0.376	1	"OPC"	"PDE4D"	"brain region: Superior frontal gyrus"	"male"
"NTRK29"	0.000283488638925952	0.0368639159580293	0.405	0.308	1	"OPC"	"NTRK2"	"brain region: Superior frontal gyrus"	"male"
"RIC8B4"	0.000283781092422413	0.12269417017212	0.102	0.062	1	"OPC"	"RIC8B"	"brain region: Superior frontal gyrus"	"male"
"KHDRBS24"	0.000284557079198978	0.0458360679222396	0.199	0.138	1	"OPC"	"KHDRBS2"	"brain region: Superior frontal gyrus"	"male"
"HIVEP25"	0.00028473215930455	-0.0939544159752015	0.115	0.071	1	"OPC"	"HIVEP2"	"brain region: Superior frontal gyrus"	"male"
"ARHGAP326"	0.000286069819739547	0.0646740188182768	0.226	0.162	1	"OPC"	"ARHGAP32"	"brain region: Superior frontal gyrus"	"male"
"RHOBTB35"	0.000286225374708013	-0.00437348290206896	0.157	0.104	1	"OPC"	"RHOBTB3"	"brain region: Superior frontal gyrus"	"male"
"CPB2-AS12"	0.000288128069874239	0.109908059022694	0.116	0.073	1	"OPC"	"CPB2-AS1"	"brain region: Superior frontal gyrus"	"male"
"IRS24"	0.000289704484042873	0.0285371979074271	0.101	0.061	1	"OPC"	"IRS2"	"brain region: Superior frontal gyrus"	"male"
"CTD-2341M24.11"	0.00029264457383612	0.208378772605585	0.147	0.099	1	"OPC"	"CTD-2341M24.1"	"brain region: Superior frontal gyrus"	"male"
"ST75"	0.000294390576852883	0.0231227239919434	0.127	0.08	1	"OPC"	"ST7"	"brain region: Superior frontal gyrus"	"male"
"VPS503"	0.00029525737134618	0.130927675583399	0.112	0.07	1	"OPC"	"VPS50"	"brain region: Superior frontal gyrus"	"male"
"VPS547"	0.000295479718272193	0.0206969171686282	0.124	0.079	1	"OPC"	"VPS54"	"brain region: Superior frontal gyrus"	"male"
"KRIT13"	0.000300381416093468	0.0822733351224677	0.105	0.064	1	"OPC"	"KRIT1"	"brain region: Superior frontal gyrus"	"male"
"EPS85"	0.000300606479391795	0.0835286434155733	0.107	0.065	1	"OPC"	"EPS8"	"brain region: Superior frontal gyrus"	"male"
"ARPP214"	0.000302214906321239	0.00869476802080316	0.366	0.276	1	"OPC"	"ARPP21"	"brain region: Superior frontal gyrus"	"male"
"TMEM132C6"	0.000303011363221447	-0.039150809270164	0.5	0.386	1	"OPC"	"TMEM132C"	"brain region: Superior frontal gyrus"	"male"
"TTC312"	0.000304228193756053	-0.000193168402133459	0.361	0.272	1	"OPC"	"TTC3"	"brain region: Superior frontal gyrus"	"male"
