"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"LNPEP3"	0.0421701053274727	-0.984828532530353	0.077	0.208	1	"Other"	"LNPEP"	"male"	"Entorhinal Cortex"
"SEMA5A2"	0.0422699164233498	-0.826824351147543	0.192	0.361	1	"Other"	"SEMA5A"	"male"	"Entorhinal Cortex"
"CACHD12"	0.0425248216992264	-0.488782839845074	0.077	0.222	1	"Other"	"CACHD1"	"male"	"Entorhinal Cortex"
"GNB2L13"	0.0425248216992264	-0.547584817988801	0.077	0.222	1	"Other"	"GNB2L1"	"male"	"Entorhinal Cortex"
"SPATA65"	0.0426826032979883	-0.846536090575348	0.115	0.264	1	"Other"	"SPATA6"	"male"	"Entorhinal Cortex"
"MEGF103"	0.0428186530352993	-1.05837933449386	0.058	0.181	1	"Other"	"MEGF10"	"male"	"Entorhinal Cortex"
"MYEOV24"	0.0428660989086675	0.867184297338635	0.192	0.069	1	"Other"	"MYEOV2"	"male"	"Entorhinal Cortex"
"THRB4"	0.0429949942445713	-1.13704577302248	0.038	0.153	1	"Other"	"THRB"	"male"	"Entorhinal Cortex"
"NAMPT"	0.0433979623730039	-0.54049470155759	0.212	0.083	1	"Other"	"NAMPT"	"male"	"Entorhinal Cortex"
"HSPA55"	0.0433979623730039	0.666149155578426	0.212	0.083	1	"Other"	"HSPA5"	"male"	"Entorhinal Cortex"
"ATOH8"	0.0438470645882232	1.19976529106964	0.115	0.028	1	"Other"	"ATOH8"	"male"	"Entorhinal Cortex"
"ZDHHC2"	0.0438470645882232	1.07354718322363	0.115	0.028	1	"Other"	"ZDHHC2"	"male"	"Entorhinal Cortex"
"UBL34"	0.0438470645882232	1.00212818384619	0.115	0.028	1	"Other"	"UBL3"	"male"	"Entorhinal Cortex"
"SLC38A101"	0.0438470645882232	1.07910718881987	0.115	0.028	1	"Other"	"SLC38A10"	"male"	"Entorhinal Cortex"
"GABRB22"	0.0439848618724527	-0.874791310745778	0.038	0.153	1	"Other"	"GABRB2"	"male"	"Entorhinal Cortex"
"TCF7L23"	0.0439848618724527	-0.967149268408804	0.038	0.153	1	"Other"	"TCF7L2"	"male"	"Entorhinal Cortex"
"CSAD2"	0.0439848618724527	-0.744418387113986	0.038	0.153	1	"Other"	"CSAD"	"male"	"Entorhinal Cortex"
"MAP4K45"	0.044126972095283	0.490133720169629	0.269	0.125	1	"Other"	"MAP4K4"	"male"	"Entorhinal Cortex"
"RP11-96H19.13"	0.0446940445095151	-1.28978174422606	0.096	0.236	1	"Other"	"RP11-96H19.1"	"male"	"Entorhinal Cortex"
"ADAMTS9-AS23"	0.044867554978444	-0.65867051013169	0.365	0.556	1	"Other"	"ADAMTS9-AS2"	"male"	"Entorhinal Cortex"
"TRPC14"	0.0449181010070227	-0.636894646896613	0.096	0.25	1	"Other"	"TRPC1"	"male"	"Entorhinal Cortex"
"PLEKHA53"	0.0449381069894398	-0.89670262193561	0.154	0.306	1	"Other"	"PLEKHA5"	"male"	"Entorhinal Cortex"
"NAV14"	0.0449939009901256	-0.773957940412746	0.038	0.153	1	"Other"	"NAV1"	"male"	"Entorhinal Cortex"
"ANKRD263"	0.0449939009901256	-0.664390699914539	0.038	0.153	1	"Other"	"ANKRD26"	"male"	"Entorhinal Cortex"
"WDR75"	0.0449939009901256	-0.820488244707335	0.038	0.153	1	"Other"	"WDR7"	"male"	"Entorhinal Cortex"
"GRID25"	0.045003272653427	-0.285743450323819	0.077	0.222	1	"Other"	"GRID2"	"male"	"Entorhinal Cortex"
"ELOVL13"	0.0451066293219614	0.841364171206003	0.115	0.028	1	"Other"	"ELOVL1"	"male"	"Entorhinal Cortex"
"NDUFS23"	0.0451066293219614	1.04376724158751	0.115	0.028	1	"Other"	"NDUFS2"	"male"	"Entorhinal Cortex"
"CAPN33"	0.0451066293219614	1.24909605643803	0.115	0.028	1	"Other"	"CAPN3"	"male"	"Entorhinal Cortex"
"RAB283"	0.0460223896200616	-0.737534205706128	0.038	0.153	1	"Other"	"RAB28"	"male"	"Entorhinal Cortex"
"MT-CO15"	0.0462666933198777	0.73643436663626	0.385	0.222	1	"Other"	"MT-CO1"	"male"	"Entorhinal Cortex"
"SMC1A"	0.0463965642029518	0.955337222244713	0.115	0.028	1	"Other"	"SMC1A"	"male"	"Entorhinal Cortex"
"C10orf10"	0.0463965642029518	1.83421845237641	0.115	0.028	1	"Other"	"C10orf10"	"male"	"Entorhinal Cortex"
"ARFGAP15"	0.0463965642029518	0.984371808828455	0.115	0.028	1	"Other"	"ARFGAP1"	"male"	"Entorhinal Cortex"
"CLASRP2"	0.0463965642029518	0.993154905102316	0.115	0.028	1	"Other"	"CLASRP"	"male"	"Entorhinal Cortex"
"UACA"	0.0464928502606478	-0.477687136675112	0.173	0.347	1	"Other"	"UACA"	"male"	"Entorhinal Cortex"
"SUCLG2-AS12"	0.0465146177800621	-0.861051805262735	0.058	0.181	1	"Other"	"SUCLG2-AS1"	"male"	"Entorhinal Cortex"
"PIK3R15"	0.0465167144199687	-0.827863796410256	0.115	0.264	1	"Other"	"PIK3R1"	"male"	"Entorhinal Cortex"
"CD634"	0.0466420577922611	0.802552138037567	0.404	0.25	1	"Other"	"CD63"	"male"	"Entorhinal Cortex"
"FBXO72"	0.0466735586429151	0.681218344950556	0.192	0.069	1	"Other"	"FBXO7"	"male"	"Entorhinal Cortex"
"MVB12B5"	0.0470706075818008	-0.77007995172284	0.038	0.153	1	"Other"	"MVB12B"	"male"	"Entorhinal Cortex"
"ITSN25"	0.0475034280267819	-0.618841273689515	0.115	0.278	1	"Other"	"ITSN2"	"male"	"Entorhinal Cortex"
"CHSY32"	0.0475237538151486	-1.13279128725713	0.173	0.319	1	"Other"	"CHSY3"	"male"	"Entorhinal Cortex"
"ZNF4624"	0.0476024316559606	-0.719483071171077	0.077	0.222	1	"Other"	"ZNF462"	"male"	"Entorhinal Cortex"
"CCT7"	0.0477174147261368	0.8916768621507	0.115	0.028	1	"Other"	"CCT7"	"male"	"Entorhinal Cortex"
"EXT2"	0.0477174147261368	1.03192167439779	0.115	0.028	1	"Other"	"EXT2"	"male"	"Entorhinal Cortex"
"AFMID"	0.0477174147261368	0.724371826684983	0.115	0.028	1	"Other"	"AFMID"	"male"	"Entorhinal Cortex"
"FBLN1"	0.0481295410830414	-0.854176283454375	0.115	0.264	1	"Other"	"FBLN1"	"male"	"Entorhinal Cortex"
"CASC15"	0.0481388364496445	-0.778832268023864	0.038	0.153	1	"Other"	"CASC15"	"male"	"Entorhinal Cortex"
"REPS21"	0.0481388364496445	-0.733480997309211	0.038	0.153	1	"Other"	"REPS2"	"male"	"Entorhinal Cortex"
"DNAJC72"	0.0481914024135723	-0.87231227316941	0.019	0.111	1	"Other"	"DNAJC7"	"male"	"Entorhinal Cortex"
"CXXC53"	0.0484714403269685	1.01111173442561	0.135	0.042	1	"Other"	"CXXC5"	"male"	"Entorhinal Cortex"
"STARD3NL"	0.0484714403269685	0.942808783669129	0.135	0.042	1	"Other"	"STARD3NL"	"male"	"Entorhinal Cortex"
"NUP2141"	0.0484714403269685	0.934436341998355	0.135	0.042	1	"Other"	"NUP214"	"male"	"Entorhinal Cortex"
"PARD33"	0.0489268729059275	-0.229252407515673	0.288	0.528	1	"Other"	"PARD3"	"male"	"Entorhinal Cortex"
"VPS13C5"	0.0490179337447952	1.0188541931183	0.327	0.208	1	"Other"	"VPS13C"	"male"	"Entorhinal Cortex"
"ZBTB181"	0.049069730613291	0.794040920081446	0.115	0.028	1	"Other"	"ZBTB18"	"male"	"Entorhinal Cortex"
"SRSF9"	0.049069730613291	1.02319181434746	0.115	0.028	1	"Other"	"SRSF9"	"male"	"Entorhinal Cortex"
"CD223"	0.049069730613291	0.84815615811513	0.115	0.028	1	"Other"	"CD22"	"male"	"Entorhinal Cortex"
"SMTN"	0.049069730613291	0.944022918756101	0.115	0.028	1	"Other"	"SMTN"	"male"	"Entorhinal Cortex"
"KLC15"	0.0491693399549107	1.18500968970182	0.212	0.097	1	"Other"	"KLC1"	"male"	"Entorhinal Cortex"
"OTUD7B2"	0.0492273595088934	-0.668970747625649	0.038	0.153	1	"Other"	"OTUD7B"	"male"	"Entorhinal Cortex"
"RIN23"	0.0492273595088934	-0.65293557542517	0.038	0.153	1	"Other"	"RIN2"	"male"	"Entorhinal Cortex"
"RBFOX15"	0.0494004495680802	-0.367625609590973	0.173	0.347	1	"Other"	"RBFOX1"	"male"	"Entorhinal Cortex"
"DNM35"	0.0494216460842819	-0.711414441910304	0.212	0.389	1	"Other"	"DNM3"	"male"	"Entorhinal Cortex"
"RNF384"	0.0494588920961448	-0.754594287608587	0.058	0.181	1	"Other"	"RNF38"	"male"	"Entorhinal Cortex"
"PTGFR"	0.0494814853205302	-1.05831425285912	0.019	0.111	1	"Other"	"PTGFR"	"male"	"Entorhinal Cortex"
"PIKFYVE4"	0.0494814853205302	-0.898081779123675	0.019	0.111	1	"Other"	"PIKFYVE"	"male"	"Entorhinal Cortex"
"CTDSPL4"	0.0494814853205302	-1.1746563277276	0.019	0.111	1	"Other"	"CTDSPL"	"male"	"Entorhinal Cortex"
"PCM15"	0.0494948267910155	-0.779729792588598	0.135	0.292	1	"Other"	"PCM1"	"male"	"Entorhinal Cortex"
"FTO5"	0.0497890918329254	-0.481410628469825	0.115	0.264	1	"Other"	"FTO"	"male"	"Entorhinal Cortex"
"MAGEH1"	0.0504540656780711	0.71037622006297	0.115	0.028	1	"Other"	"MAGEH1"	"male"	"Entorhinal Cortex"
"LPL1"	0.0504540656780711	1.04010631385965	0.115	0.028	1	"Other"	"LPL"	"male"	"Entorhinal Cortex"
"MSRA4"	0.0504744202591607	-0.567742576610932	0.058	0.181	1	"Other"	"MSRA"	"male"	"Entorhinal Cortex"
"PIK3C2B1"	0.0508004149746146	-0.991585403986556	0.019	0.111	1	"Other"	"PIK3C2B"	"male"	"Entorhinal Cortex"
"YIPF41"	0.0508004149746146	-0.677437354227633	0.019	0.111	1	"Other"	"YIPF4"	"male"	"Entorhinal Cortex"
"PRKG21"	0.0508004149746146	-0.890879867823834	0.019	0.111	1	"Other"	"PRKG2"	"male"	"Entorhinal Cortex"
"SPDYE51"	0.0508004149746146	-0.855899535339225	0.019	0.111	1	"Other"	"SPDYE5"	"male"	"Entorhinal Cortex"
"WASF33"	0.0508004149746146	-0.754990430039614	0.019	0.111	1	"Other"	"WASF3"	"male"	"Entorhinal Cortex"
"RNF219-AS11"	0.0508004149746146	-0.876080755138155	0.019	0.111	1	"Other"	"RNF219-AS1"	"male"	"Entorhinal Cortex"
"ZNF5401"	0.0508004149746146	-0.804259494652289	0.019	0.111	1	"Other"	"ZNF540"	"male"	"Entorhinal Cortex"
"NFIB4"	0.0510512442943728	-0.82702568741025	0.077	0.208	1	"Other"	"NFIB"	"male"	"Entorhinal Cortex"
"PDE8A5"	0.0513237834225392	-0.598141176198669	0.135	0.306	1	"Other"	"PDE8A"	"male"	"Entorhinal Cortex"
"PPP1R9A4"	0.0515073627537585	-0.755692043985558	0.058	0.181	1	"Other"	"PPP1R9A"	"male"	"Entorhinal Cortex"
"EEF1A15"	0.0515724320198655	0.605043684448553	0.442	0.278	1	"Other"	"EEF1A1"	"male"	"Entorhinal Cortex"
"TRABD1"	0.0518371035741942	1.05781617070132	0.173	0.069	1	"Other"	"TRABD"	"male"	"Entorhinal Cortex"
"RNPEPL1"	0.0518709776855104	0.595325165643105	0.115	0.028	1	"Other"	"RNPEPL1"	"male"	"Entorhinal Cortex"
"MLF21"	0.0518709776855104	0.784434540080732	0.115	0.028	1	"Other"	"MLF2"	"male"	"Entorhinal Cortex"
"SMOC14"	0.0518709776855104	0.922414426528743	0.115	0.028	1	"Other"	"SMOC1"	"male"	"Entorhinal Cortex"
"GABARAP"	0.0518709776855104	0.973861856769825	0.115	0.028	1	"Other"	"GABARAP"	"male"	"Entorhinal Cortex"
"PACSIN21"	0.0518709776855104	0.848979484341874	0.115	0.028	1	"Other"	"PACSIN2"	"male"	"Entorhinal Cortex"
"PIK3C2A3"	0.0520197958456508	-0.727087919615071	0.077	0.208	1	"Other"	"PIK3C2A"	"male"	"Entorhinal Cortex"
"AC013463.2"	0.0521486655280579	-1.12284658520487	0.019	0.111	1	"Other"	"AC013463.2"	"male"	"Entorhinal Cortex"
"SIDT1"	0.0521486655280579	-0.944034709028912	0.019	0.111	1	"Other"	"SIDT1"	"male"	"Entorhinal Cortex"
"RNF1503"	0.0521486655280579	-0.881581103885453	0.019	0.111	1	"Other"	"RNF150"	"male"	"Entorhinal Cortex"
"NUBPL4"	0.0521486655280579	-0.806018628472337	0.019	0.111	1	"Other"	"NUBPL"	"male"	"Entorhinal Cortex"
"CYB5B1"	0.0521486655280579	-0.808005781664804	0.019	0.111	1	"Other"	"CYB5B"	"male"	"Entorhinal Cortex"
"MFAP3"	0.0522534455860572	1.12729187933183	0.135	0.042	1	"Other"	"MFAP3"	"male"	"Entorhinal Cortex"
"MAF1"	0.0522534455860572	1.02694519795547	0.135	0.042	1	"Other"	"MAF1"	"male"	"Entorhinal Cortex"
"VWA13"	0.0524167217306595	1.063153524452	0.154	0.056	1	"Other"	"VWA1"	"male"	"Entorhinal Cortex"
"CDC274"	0.0525997913991652	-1.04630398990516	0.077	0.194	1	"Other"	"CDC27"	"male"	"Entorhinal Cortex"
"RP11-384F7.24"	0.0526175513930858	-0.660901359938393	0.038	0.153	1	"Other"	"RP11-384F7.2"	"male"	"Entorhinal Cortex"
"PRDX14"	0.0529573539774666	1.18263982933804	0.173	0.069	1	"Other"	"PRDX1"	"male"	"Entorhinal Cortex"
"HDLBP"	0.0529573539774666	1.11241157415313	0.173	0.069	1	"Other"	"HDLBP"	"male"	"Entorhinal Cortex"
"NGFRAP14"	0.0530036706313209	-1.02035452436323	0.077	0.208	1	"Other"	"NGFRAP1"	"male"	"Entorhinal Cortex"
"SLC30A101"	0.0531563599793974	-1.00765235490533	0.096	0.222	1	"Other"	"SLC30A10"	"male"	"Entorhinal Cortex"
"TRNAU1AP"	0.0533210282059257	0.69191631713733	0.115	0.028	1	"Other"	"TRNAU1AP"	"male"	"Entorhinal Cortex"
"LCOR5"	0.053423708305512	-0.478385549560879	0.096	0.236	1	"Other"	"LCOR"	"male"	"Entorhinal Cortex"
"C1QTNF3-AMACR4"	0.0535267141601969	-0.909643884775504	0.019	0.111	1	"Other"	"C1QTNF3-AMACR"	"male"	"Entorhinal Cortex"
"MRPS27"	0.0535267141601969	-0.763176350410657	0.019	0.111	1	"Other"	"MRPS27"	"male"	"Entorhinal Cortex"
"PSMD5-AS11"	0.0535267141601969	-0.725630760403228	0.019	0.111	1	"Other"	"PSMD5-AS1"	"male"	"Entorhinal Cortex"
"RP1-78O14.1"	0.0535267141601969	-1.15367882851703	0.019	0.111	1	"Other"	"RP1-78O14.1"	"male"	"Entorhinal Cortex"
"LGALS3"	0.0535267141601969	-0.770846176508478	0.019	0.111	1	"Other"	"LGALS3"	"male"	"Entorhinal Cortex"
"TUBB2"	0.0535677131426102	1.02696504574612	0.135	0.042	1	"Other"	"TUBB"	"male"	"Entorhinal Cortex"
"AFF45"	0.0536263687105105	-0.683752870025353	0.058	0.181	1	"Other"	"AFF4"	"male"	"Entorhinal Cortex"
"AUH5"	0.0536263687105105	-0.728432056887777	0.058	0.181	1	"Other"	"AUH"	"male"	"Entorhinal Cortex"
"LTBP34"	0.0536286296326326	1.10788703119895	0.154	0.056	1	"Other"	"LTBP3"	"male"	"Entorhinal Cortex"
"TXNL4A"	0.0536286296326326	1.0329707892335	0.154	0.056	1	"Other"	"TXNL4A"	"male"	"Entorhinal Cortex"
"AIG15"	0.054003045847551	-0.42383098421017	0.077	0.208	1	"Other"	"AIG1"	"male"	"Entorhinal Cortex"
"SQSTM13"	0.0543701476654538	0.888323177372253	0.25	0.125	1	"Other"	"SQSTM1"	"male"	"Entorhinal Cortex"
"COBLL1"	0.0544933697082232	0.588830509485472	0.404	0.236	1	"Other"	"COBLL1"	"male"	"Entorhinal Cortex"
"UCHL12"	0.0547128737637124	-0.579416246839749	0.058	0.181	1	"Other"	"UCHL1"	"male"	"Entorhinal Cortex"
"FAM195B1"	0.0548047824632082	0.851864700768389	0.115	0.028	1	"Other"	"FAM195B"	"male"	"Entorhinal Cortex"
"JADE2"	0.0549094701890367	0.881704672302539	0.135	0.042	1	"Other"	"JADE2"	"male"	"Entorhinal Cortex"
"PPP6C"	0.0549350409611635	-0.691739133147621	0.019	0.111	1	"Other"	"PPP6C"	"male"	"Entorhinal Cortex"
"C19orf603"	0.0549350409611635	-0.792976347587307	0.019	0.111	1	"Other"	"C19orf60"	"male"	"Entorhinal Cortex"
"AATK5"	0.0552585937987607	0.968328029521695	0.173	0.069	1	"Other"	"AATK"	"male"	"Entorhinal Cortex"
"DAZAP14"	0.0552585937987607	1.1535354530431	0.173	0.069	1	"Other"	"DAZAP1"	"male"	"Entorhinal Cortex"
"PHKB5"	0.0553305347995313	-0.801893476732526	0.096	0.236	1	"Other"	"PHKB"	"male"	"Entorhinal Cortex"
"ACTG15"	0.0558210690677177	0.884990883781094	0.308	0.167	1	"Other"	"ACTG1"	"male"	"Entorhinal Cortex"
"TBC1D22A5"	0.056049010095076	-0.672634378632658	0.077	0.208	1	"Other"	"TBC1D22A"	"male"	"Entorhinal Cortex"
"SUCLG23"	0.056122693884837	-0.952170379301758	0.038	0.139	1	"Other"	"SUCLG2"	"male"	"Entorhinal Cortex"
"MCF2L5"	0.056122693884837	1.02306275824895	0.154	0.056	1	"Other"	"MCF2L"	"male"	"Entorhinal Cortex"
"SIVA1"	0.056122693884837	0.894580259343011	0.154	0.056	1	"Other"	"SIVA1"	"male"	"Entorhinal Cortex"
"YTHDF31"	0.0562791341771965	1.13172186245437	0.135	0.042	1	"Other"	"YTHDF3"	"male"	"Entorhinal Cortex"
"CDKN1C"	0.0562791341771965	0.739782320617167	0.135	0.042	1	"Other"	"CDKN1C"	"male"	"Entorhinal Cortex"
"PSME1"	0.0562791341771965	0.962529910677073	0.135	0.042	1	"Other"	"PSME1"	"male"	"Entorhinal Cortex"
"SAP30BP"	0.0562791341771965	0.859377554182905	0.135	0.042	1	"Other"	"SAP30BP"	"male"	"Entorhinal Cortex"
"SYMPK3"	0.0562791341771965	0.86537854119169	0.135	0.042	1	"Other"	"SYMPK"	"male"	"Entorhinal Cortex"
"CCT6A"	0.0563228091774777	0.727727908409019	0.115	0.028	1	"Other"	"CCT6A"	"male"	"Entorhinal Cortex"
"DZIP33"	0.0563741288115141	-0.867973752611924	0.019	0.111	1	"Other"	"DZIP3"	"male"	"Entorhinal Cortex"
"C7orf602"	0.0563741288115141	-0.738313053628019	0.019	0.111	1	"Other"	"C7orf60"	"male"	"Entorhinal Cortex"
"PRICKLE12"	0.0563741288115141	-0.863140773585358	0.019	0.111	1	"Other"	"PRICKLE1"	"male"	"Entorhinal Cortex"
"ERC15"	0.0568933672446547	-0.808584780734158	0.154	0.306	1	"Other"	"ERC1"	"male"	"Entorhinal Cortex"
"CLK15"	0.0569146007204216	0.518863614896602	0.288	0.139	1	"Other"	"CLK1"	"male"	"Entorhinal Cortex"
"FTL5"	0.0573515492105734	0.531593162492662	0.712	0.639	1	"Other"	"FTL"	"male"	"Entorhinal Cortex"
"KIF16B3"	0.0574055029902465	-0.9903546200813	0.038	0.139	1	"Other"	"KIF16B"	"male"	"Entorhinal Cortex"
"PHF202"	0.0574055029902465	-0.82148152196379	0.038	0.139	1	"Other"	"PHF20"	"male"	"Entorhinal Cortex"
"B3GLCT"	0.0576771247563299	1.13257338325751	0.135	0.042	1	"Other"	"B3GLCT"	"male"	"Entorhinal Cortex"
"RAMP14"	0.0578444632577838	-0.721981002677686	0.019	0.111	1	"Other"	"RAMP1"	"male"	"Entorhinal Cortex"
"OXSR1"	0.0578444632577838	-0.717923892600766	0.019	0.111	1	"Other"	"OXSR1"	"male"	"Entorhinal Cortex"
"CFAP44"	0.0578444632577838	-0.731889424032469	0.019	0.111	1	"Other"	"CFAP44"	"male"	"Entorhinal Cortex"
"LARP1B2"	0.0578444632577838	-0.755897995672391	0.019	0.111	1	"Other"	"LARP1B"	"male"	"Entorhinal Cortex"
"SLIT31"	0.0578444632577838	-0.725217267490797	0.019	0.111	1	"Other"	"SLIT3"	"male"	"Entorhinal Cortex"
"FAM135A5"	0.0578444632577838	-0.725430154334784	0.019	0.111	1	"Other"	"FAM135A"	"male"	"Entorhinal Cortex"
"ARHGEF93"	0.0578444632577838	-0.728917060680853	0.019	0.111	1	"Other"	"ARHGEF9"	"male"	"Entorhinal Cortex"
"ICE21"	0.0578444632577838	-0.770973107819637	0.019	0.111	1	"Other"	"ICE2"	"male"	"Entorhinal Cortex"
"XYLT12"	0.0578444632577838	-0.732917625035313	0.019	0.111	1	"Other"	"XYLT1"	"male"	"Entorhinal Cortex"
"MFSD111"	0.0578444632577838	-0.648947476772706	0.019	0.111	1	"Other"	"MFSD11"	"male"	"Entorhinal Cortex"
"DSTN1"	0.0578444632577838	-0.844940522748195	0.019	0.111	1	"Other"	"DSTN"	"male"	"Entorhinal Cortex"
"ATP5B3"	0.0583933287064168	0.750276866756176	0.212	0.097	1	"Other"	"ATP5B"	"male"	"Entorhinal Cortex"
"MFGE81"	0.0587126011521505	0.827433095351123	0.154	0.056	1	"Other"	"MFGE8"	"male"	"Entorhinal Cortex"
"RAPGEF42"	0.0588228903779191	-0.594611041122222	0.115	0.264	1	"Other"	"RAPGEF4"	"male"	"Entorhinal Cortex"
"AHSA12"	0.0588662814740596	1.05368509458054	0.173	0.069	1	"Other"	"AHSA1"	"male"	"Entorhinal Cortex"
"H1FX"	0.0591038636723618	0.939373900110877	0.135	0.042	1	"Other"	"H1FX"	"male"	"Entorhinal Cortex"
"DAAM14"	0.0592441055305988	-0.0132595909201236	0.058	0.181	1	"Other"	"DAAM1"	"male"	"Entorhinal Cortex"
"NCOR15"	0.0592940013498926	0.901414498549811	0.231	0.111	1	"Other"	"NCOR1"	"male"	"Entorhinal Cortex"
"RPRD25"	0.0593070166907493	-0.114123052642307	0.096	0.25	1	"Other"	"RPRD2"	"male"	"Entorhinal Cortex"
"TRAF5"	0.059346532383957	-0.630212228871023	0.019	0.111	1	"Other"	"TRAF5"	"male"	"Entorhinal Cortex"
"FAM126B3"	0.059346532383957	-0.596572799233859	0.019	0.111	1	"Other"	"FAM126B"	"male"	"Entorhinal Cortex"
"ICE1"	0.059346532383957	-0.551142428839636	0.019	0.111	1	"Other"	"ICE1"	"male"	"Entorhinal Cortex"
"ANKS1A4"	0.059346532383957	-0.6553065885482	0.019	0.111	1	"Other"	"ANKS1A"	"male"	"Entorhinal Cortex"
"NAPEPLD3"	0.059346532383957	-0.422852086759969	0.019	0.111	1	"Other"	"NAPEPLD"	"male"	"Entorhinal Cortex"
"AC016831.73"	0.059346532383957	-0.560183233119891	0.019	0.111	1	"Other"	"AC016831.7"	"male"	"Entorhinal Cortex"
"LRRC493"	0.059346532383957	-0.595725470786966	0.019	0.111	1	"Other"	"LRRC49"	"male"	"Entorhinal Cortex"
"FOXP21"	0.0599229688974899	0.416975258960047	0.173	0.347	1	"Other"	"FOXP2"	"male"	"Entorhinal Cortex"
"ZRANB31"	0.0600443184969467	-0.841021096932878	0.038	0.139	1	"Other"	"ZRANB3"	"male"	"Entorhinal Cortex"
"PPIG4"	0.0600443184969467	-0.920583619117738	0.038	0.139	1	"Other"	"PPIG"	"male"	"Entorhinal Cortex"
"MARCKS3"	0.0600443184969467	0.907850922345401	0.154	0.056	1	"Other"	"MARCKS"	"male"	"Entorhinal Cortex"
"SOX63"	0.0600443184969467	-0.905837766008406	0.038	0.139	1	"Other"	"SOX6"	"male"	"Entorhinal Cortex"
"RHOC"	0.0601114677477674	0.996186524623796	0.173	0.069	1	"Other"	"RHOC"	"male"	"Entorhinal Cortex"
"HSD17B125"	0.0603469278436953	-0.535941862834336	0.096	0.236	1	"Other"	"HSD17B12"	"male"	"Entorhinal Cortex"
"UQCRQ2"	0.060367583742181	0.74245937277427	0.231	0.111	1	"Other"	"UQCRQ"	"male"	"Entorhinal Cortex"
"IQCK3"	0.0605597746641487	0.96721668038485	0.135	0.042	1	"Other"	"IQCK"	"male"	"Entorhinal Cortex"
"LTBP13"	0.0610649821640281	-1.03814129184592	0.058	0.167	1	"Other"	"LTBP1"	"male"	"Entorhinal Cortex"
"FOXP15"	0.0612831628087392	-1.04036759321226	0.404	0.556	1	"Other"	"FOXP1"	"male"	"Entorhinal Cortex"
"HDAC85"	0.0613941533358633	-0.240598153646636	0.096	0.236	1	"Other"	"HDAC8"	"male"	"Entorhinal Cortex"
"SPEN4"	0.0614009865262141	0.781119808676587	0.154	0.056	1	"Other"	"SPEN"	"male"	"Entorhinal Cortex"
"FAM49B4"	0.0614009865262141	-0.781711119601978	0.038	0.139	1	"Other"	"FAM49B"	"male"	"Entorhinal Cortex"
"ZNF834"	0.0614009865262141	-0.799464937215694	0.038	0.139	1	"Other"	"ZNF83"	"male"	"Entorhinal Cortex"
"BPTF5"	0.0616487253336985	-0.862098023686988	0.115	0.25	1	"Other"	"BPTF"	"male"	"Entorhinal Cortex"
"PDE7A4"	0.0617846967104927	-0.509269404865654	0.115	0.264	1	"Other"	"PDE7A"	"male"	"Entorhinal Cortex"
"SPARCL15"	0.0618090641303063	0.731806587331569	0.519	0.417	1	"Other"	"SPARCL1"	"male"	"Entorhinal Cortex"
"TNK25"	0.0620452833566664	0.777479233204188	0.135	0.042	1	"Other"	"TNK2"	"male"	"Entorhinal Cortex"
"HDAC2"	0.0620452833566664	0.924310754292158	0.135	0.042	1	"Other"	"HDAC2"	"male"	"Entorhinal Cortex"
"PPM1H2"	0.0623360786704006	-0.871701090509458	0.096	0.222	1	"Other"	"PPM1H"	"male"	"Entorhinal Cortex"
"ELOVL7"	0.0624563818518271	0.880200984061328	0.25	0.125	1	"Other"	"ELOVL7"	"male"	"Entorhinal Cortex"
"RNMT5"	0.0625775638936805	-0.409818218115352	0.077	0.208	1	"Other"	"RNMT"	"male"	"Entorhinal Cortex"
"TMCO12"	0.0627829380447396	-0.727446579756354	0.038	0.139	1	"Other"	"TMCO1"	"male"	"Entorhinal Cortex"
"POLR2F5"	0.0627829380447396	-0.829472292826891	0.038	0.139	1	"Other"	"POLR2F"	"male"	"Entorhinal Cortex"
"BDNF-AS5"	0.0627989857379978	1.12407696414788	0.269	0.153	1	"Other"	"BDNF-AS"	"male"	"Entorhinal Cortex"
"SESN13"	0.0635191561836618	-0.902839334163611	0.077	0.194	1	"Other"	"SESN1"	"male"	"Entorhinal Cortex"
"WDR191"	0.0635757032082816	-0.846137831590824	0.058	0.167	1	"Other"	"WDR19"	"male"	"Entorhinal Cortex"
"AKAP113"	0.0639786749359594	0.872274120883163	0.173	0.069	1	"Other"	"AKAP11"	"male"	"Entorhinal Cortex"
"PLAGL12"	0.0641905070866825	-0.857632396461374	0.038	0.139	1	"Other"	"PLAGL1"	"male"	"Entorhinal Cortex"
"DECR12"	0.0641905070866825	-0.693841889892242	0.038	0.139	1	"Other"	"DECR1"	"male"	"Entorhinal Cortex"
"NRP12"	0.0641905070866825	-0.892082159863445	0.038	0.139	1	"Other"	"NRP1"	"male"	"Entorhinal Cortex"
"APPBP24"	0.0641905070866825	0.914241629655414	0.154	0.056	1	"Other"	"APPBP2"	"male"	"Entorhinal Cortex"
"ARFGAP3"	0.0641905070866825	0.944684747566769	0.154	0.056	1	"Other"	"ARFGAP3"	"male"	"Entorhinal Cortex"
"CACNB23"	0.0643229900372374	-1.10770884663663	0.173	0.319	1	"Other"	"CACNB2"	"male"	"Entorhinal Cortex"
